14	πεντακόσια	πεντακόσιοι	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	13	ATR	_	t_256
15	ἑπτά	ἑπτά	ADJ	a--------	_	13	ATR	_	t_257
16	[0]	[0]	X	---------	_	0	PRED	_	e_12
17	.	.	PUNCT	u--------	_	16	AuxK	_	t_258

1	Ἀπὸ	ἀπό	ADP	r--------	_	54	AuxP	_	t_259
2	δὲ	δέ	ADV	d--------	_	54	AuxY	_	t_260
3	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	5	ATR	_	t_261
4	Φάσεως	φάσις	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	5	ATR	_	t_262
5	ποταμοῦ	ποταμός	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	1	ADV	_	t_263
6	ἕως	ἕως	ADP	r--------	_	54	AuxP	_	t_264
7	τοῦ	ὁ	DET	l-s---ng-	Case=Gen|Gender=Neut|Number=Sing	8	ATR	_	t_265
8	στόματος	στόμα	NOUN	n-s---ng-	Case=Gen|Gender=Neut|Number=Sing	6	ADV	_	t_266
9	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	11	ATR	_	t_267
10	Μαιώτιδος	μαιῶτις	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	11	ATR	_	t_268
11	λίμνης	λίμνη	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	8	ATR	_	t_269
12	ἤτοι	ἤτοι	ADV	d--------	_	54	AuxY	_	t_270
13	ἕως	ἕως	ADP	r--------	_	54	AuxP	_	t_271
14	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	16	ATR	_	t_272
15	Ἀχιλλείου	ἀχίλλειος	ADJ	a-s---mg-	Case=Gen|Gender=Masc|Number=Sing	16	ATR	_	t_273
16	κώμης	κώμη	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	13	ADV	_	t_274
17	στάδια	στάδιον	NOUN	n-p---nn-	Case=Nom|Gender=Neut|Number=Plur	54	ADV	_	t_275
18	τετρακισχίλια	τετρακισχίλιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	17	ATR	_	t_276
19	εἴκοσι	εἴκοσι	ADJ	a--------	_	17	ATR	_	t_277
20	πέντε	πέντε	ADJ	a--------	_	17	ATR	_	t_278
21	,	,	PUNCT	u--------	_	54	AuxX	_	t_279
22	μίλια	μίλιον	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	24	ATR	_	t_280
23	πεντακόσια	πεντακόσιοι	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	24	ATR	_	t_281
24	τριακονταὲξ	τριακονταέξ	NUM	m--------	_	25	ATR	_	t_282
25	ἥμισυ	ἥμισυς	ADJ	a--------	Case=Acc|Gender=Neut|Number=Sing	21	SBJ	_	t_283
26	,	,	PUNCT	u--------	_	54	AuxX	_	t_284
27	ὡς	ὡς	SCONJ	c--------	_	54	AuxC	_	t_285
28	γίνεσθαι	γίγνομαι	VERB	v--pne---	Mood=Inf|Tense=Pres|Voice=MedPass	27	ADV	_	t_286
29	ἀπὸ	ἀπό	ADP	r--------	_	28	AuxP	_	t_287
30	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	32	ATR	_	t_288
31	Ἱεροῦ	ἱερόν	ADJ	a-s---mg-	Case=Gen|Gender=Masc|Number=Sing	32	ATR	_	t_289
32	Διὸς	ζεύς	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	29	ADV	_	t_290
33	Οὐρίου	οὔριος	ADJ	a-s---mg-	Case=Gen|Gender=Masc|Number=Sing	32	ATR	_	t_291
34	ἕως	ἕως	ADP	r--------	_	28	AuxP	_	t_292
35	τοῦ	ὁ	DET	l-s---ng-	Case=Gen|Gender=Neut|Number=Sing	36	ATR	_	t_293
36	στόματος	στόμα	NOUN	n-s---ng-	Case=Gen|Gender=Neut|Number=Sing	34	ADV	_	t_294
37	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	39	ATR	_	t_295
38	Μαιώτιδος	μαιῶτις	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	39	ATR	_	t_296
39	λίμνης	λίμνη	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	36	ATR	_	t_297
40	στάδια	στάδιον	NOUN	n-p---na-	Case=Acc|Gender=Neut|Number=Plur	28	ADV	_	t_298
41	μύρια	μυρίος	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	40	ATR	_	t_299
42	δισ	δίσ	ADJ	a-p---nn-	_	45	ATR	_	t_300
43	χίλια	χίλιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	45	ATR	_	t_301
44	τετρακόσια	τετρακόσιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	45	ATR	_	t_302
45	ὀγδοήκοντα	ὀγδοήκοντα	ADJ	a--------	_	47	ATR	_	t_303
46	ἑπτὰ	ἑπτὰ	ADJ	a--------	_	40	ATR	_	t_304
47	,	,	PUNCT	u--------	_	54	AuxX	_	t_305
48	μίλια	μίλιον	ADJ	a-p---na-	Case=Nom|Gender=Neut|Number=Plur	53	ATR	_	t_306
49	χίλια	χίλιοι	ADJ	a-p---na-	Case=Nom|Gender=Neut|Number=Plur	51	ATR	_	t_307
50	ἑξακόσια	ἑξακόσιοι	ADJ	a-p---na-	Case=Nom|Gender=Neut|Number=Plur	51	ATR	_	t_308
51	ἐξήκοντα	ἐξήκω	ADJ	a--------	_	48	ATR	_	t_309
52	πέντε	πέντε	ADJ	a--------	_	48	ATR	_	t_310
53	ἥμισυ	ἥμισυς	ADJ	a-s---na-	Case=Acc|Gender=Neut|Number=Sing	47	PNOM	_	t_311
54	[0]	[0]	X	---------	_	0	PRED	_	e_13
55	.	.	PUNCT	u--------	_	54	AuxK	_	t_312

1	5	5	PUNCT	u--------	_	0	AuxG	_	t_313
2	.	.	PUNCT	u--------	_	1	AuxK	_	t_314

1	Ὁμοῦ	ὁμοῦ	ADV	d--------	_	2	PNOM	_	t_315
2	γίνεται	γίγνομαι	VERB	v3spie---	Mood=Ind|Number=Sing|Person=3|Tense=Pres|Voice=MedPass	0	PRED	_	t_316
3	ὁ	ὁ	DET	l-s---mn-	Case=Nom|Gender=Masc|Number=Sing	4	ATR	_	t_317
4	περίπλους	περίπλοος	NOUN	n-s---mn-	Case=Nom|Gender=Masc|Number=Sing	2	SBJ	_	t_318
5	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	7	ATR	_	t_319
6	Εὐξείνου	εὔξεινος	ADJ	a-s---mg-	Case=Gen|Gender=Masc|Number=Sing	7	ATR	_	t_320
7	Πόντου	πόντος	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	4	ATR	_	t_321
8	,	,	PUNCT	u--------	_	2	AuxX	_	t_322
9	τῶν	ὁ	DET	l-p---ng-	Case=Gen|Gender=Neut|Number=Plur	16	ATR	_	t_323
10	τε	τε	SCONJ	c--------	_	21	AuxY	_	t_324
11	δεξιῶν	δεξιός	ADJ	a-p---ng-	Case=Gen|Gender=Neut|Number=Plur	16	ATR	_	t_325
12	τῶν	ὁ	DET	l-p---ng-	Case=Gen|Gender=Neut|Number=Plur	16	ATR	_	t_326
13	παρὰ	παρά	ADP	r--------	_	16	AuxP	_	t_327
14	τὴν	ὁ	DET	l-s---fa-	Case=Acc|Gender=Fem|Number=Sing	15	ATR	_	t_328
15	Ἀσίαν	ἀσία	NOUN	n-s---fa-	Case=Acc|Gender=Fem|Number=Sing	13	ATR	_	t_329
16	μερῶν	μέρος	NOUN	n-p---ng-	Case=Gen|Gender=Neut|Number=Plur	21	ATR	_	t_330
17	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	18	ATR	_	t_331
18	Πόντου	πόντος	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	16	ATR	_	t_332
19	,	,	PUNCT	u--------	_	2	AuxX	_	t_333
20	ἀριστερῶν	ἀριστερός	ADJ	a-p---ng-	Case=Gen|Gender=Neut|Number=Plur	26	ATR	_	t_334
21	δὲ	δέ	SCONJ	c--------	_	4	COORD	_	t_335
22	τῶν	ὁ	DET	l-p---ng-	Case=Gen|Gender=Neut|Number=Plur	26	ATR	_	t_336
23	παρὰ	παρά	ADP	r--------	_	26	AuxP	_	t_337
24	τὴν	ὁ	DET	l-s---fa-	Case=Acc|Gender=Fem|Number=Sing	25	ATR	_	t_338
25	Εὐρώπην	εὐρώπη	NOUN	n-s---ma-	Case=Acc|Gender=Masc|Number=Sing	23	ATR	_	t_339
26	μερῶν	μέρος	NOUN	n-p---ng-	Case=Gen|Gender=Neut|Number=Plur	21	ATR	_	t_340
27	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	28	ATR	_	t_341
28	Πόντου	πόντος	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	26	ATR	_	t_342
29	,	,	PUNCT	u--------	_	2	AuxX	_	t_343
30	ἀπὸ	ἀπό	ADP	r--------	_	26	AuxP	_	t_344
31	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	33	ATR	_	t_345
32	Ἱεροῦ	ἱερόν	ADJ	a-s---mg-	Case=Gen|Gender=Masc|Number=Sing	33	ATR	_	t_346
33	Διὸς	ζεύς	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	30	ADV	_	t_347
34	Οὐρίου	οὔριος	ADJ	a-s---mg-	Case=Gen|Gender=Masc|Number=Sing	33	ATR	_	t_348
35	,	,	PUNCT	u--------	_	2	AuxX	_	t_349
36	στάδια	στάδιον	NOUN	n-p---na-	Case=Acc|Gender=Neut|Number=Plur	2	ADV	_	t_350
37	δισμύρια	δισμύριοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	42	ATR	_	t_351
38	τρισχίλια	τρισχίλιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	42	ATR	_	t_352
39	πεντακόσια	πεντακόσιοι	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	42	ATR	_	t_353
40	ὀγδοήκοντα	ὀγδοήκοντα	ADJ	a--------	_	42	ATR	_	t_354
41	ἑπτὰ	ἑπτὰ	ADJ	a--------	_	42	ATR	_	t_355
42	,	,	PUNCT	u--------	_	36	COORD	_	t_356
43	μίλια	μίλιον	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	42	ATR	_	t_357
44	τρισχίλια	τρισχίλιοι	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	46	ATR	_	t_358
45	ἑκατὸν	ἑκατόν	ADJ	a--------	_	46	ATR	_	t_359
46	τεσσαράκοντα	τεσσαράκοντα	ADJ	a--------	_	43	ATR	_	t_360
47	πέντε	πέντε	ADJ	a--------	_	46	ATR	_	t_361
48	.	.	PUNCT	u--------	_	2	AuxK	_	t_362

1	Ἔστι	εἰμί	VERB	v3spia---	Mood=Ind|Number=Sing|Person=3|Tense=Pres|Voice=Act	0	PRED	_	t_363
2	δὲ	δέ	ADV	d--------	_	1	AuxY	_	t_364
3	καὶ	καί	ADV	d--------	_	5	AuxZ	_	t_365
4	ὁ	ὁ	DET	l-s---mn-	Case=Nom|Gender=Masc|Number=Sing	5	ATR	_	t_366
5	περίπλους	περίπλοος	NOUN	n-s---mn-	Case=Nom|Gender=Masc|Number=Sing	1	SBJ	_	t_367
6	τῆς	ὁ	DET	l-s---fg-	Case=Gen|Gender=Fem|Number=Sing	8	ATR	_	t_368
7	Μαιώτιδος	μαιῶτις	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	8	ATR	_	t_369
8	λίμνης	λίμνη	NOUN	n-s---fg-	Case=Gen|Gender=Fem|Number=Sing	5	ATR	_	t_370
9	στάδια	στάδιον	NOUN	n-p---nn-	Case=Nom|Gender=Neut|Number=Plur	1	ADV	_	t_371
10	ἐννακισχίλια	ἐννακισχίλιοι	ADJ	a-p---na-	Case=Acc|Gender=Neut|Number=Plur	9	ATR	_	t_372
11	.	.	PUNCT	u--------	_	1	AuxK	_	t_373

1	μίλια	μίλιον	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	4	PNOM	_	t_374
2	χίλια	χίλιοι	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	4	SBJ	_	t_375
3	διακόσια	διακόσιοι	ADJ	a-p---nn-	Case=Nom|Gender=Neut|Number=Plur	4	PNOM	_	t_376
4	[0]	[0]	X	---------	_	0	PRED	_	e_14
5	.	.	PUNCT	u--------	_	4	AuxK	_	t_377

1	6	6	PUNCT	u--------	_	0	AuxG	_	t_378
2	.	.	PUNCT	u--------	_	1	AuxK	_	t_379

1	Περὶ	περί	VERB	v2spma---	_	0	ExD	_	t_380
2	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	3	ATR	_	t_381
3	σταδίου	στάδιον	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	1	ADV	_	t_382
4	.	.	PUNCT	u--------	_	1	AuxK	_	t_383

1	Τὸ	ὁ	DET	l-s---nn-	Case=Nom|Gender=Neut|Number=Sing	2	ATR	_	t_384
2	στάδιον	στάδιον	NOUN	n-s---na-	Case=Acc|Gender=Neut|Number=Sing	4	OBJ	_	t_385
3	πήχεις	πῆχυς	NOUN	n-p---ma-	Case=Acc|Gender=Masc|Number=Plur	9	OBJ	_	t_386
4	ἔχει	ἔχω	VERB	v3spia---	Mood=Ind|Number=Sing|Person=3|Tense=Pres|Voice=Act	0	PRED	_	t_387
5	τετρακοσίους	τετρακόσιοι	ADJ	a-p---ma-	Case=Acc|Gender=Masc|Number=Plur	3	ATR	_	t_388
6	,	,	PUNCT	u--------	_	4	AuxX	_	t_389
7	πόδας	πούς	NOUN	n-p---ma-	Case=Acc|Gender=Masc|Number=Plur	9	OBJ	_	t_390
8	ὀκτακοσίους	ὀκτακόσιοι	ADJ	a-p---ma-	Case=Acc|Gender=Masc|Number=Plur	7	ATR	_	t_391
9	,	,	PUNCT	u--------	_	4	COORD	_	t_392
10	ὀργυιὰς	ὄργυια	NOUN	n-p---fa-	Case=Acc|Gender=Fem|Number=Plur	9	OBJ	_	t_393
11	ἑκατὸν	ἑκατόν	ADJ	a--------	_	10	ATR	_	t_394
12	τριάκοντα	τριάκοντα	ADJ	a--------	_	14	ATR	_	t_395
13	τρεῖς	τρεῖς	ADJ	a--------	Case=Acc|Gender=Fem|Number=Plur	14	ATR	_	t_396
14	ἥμισυ	ἥμισυς	ADJ	a-s---na-	Case=Acc|Gender=Neut|Number=Sing	10	ATR	_	t_397
15	.	.	PUNCT	u--------	_	4	AuxK	_	t_398

1	7	7	PUNCT	u--------	_	2	AuxG	_	t_399
2	[0]	[0]	X	---------	_	0	PRED	_	e_15
3	.	.	PUNCT	u--------	_	2	AuxK	_	t_400

1	Περὶ	περί	ADV	d--------	_	0	ExD	_	t_401
2	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	3	ATR	_	t_402
3	μιλίου	μίλλιος	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	1	ADV	_	t_403
4	.	.	PUNCT	u--------	_	1	AuxK	_	t_404

1	Τὸ	ὁ	DET	l-s---nn-	Case=Nom|Gender=Neut|Number=Sing	2	ATR	_	t_405
2	μίλιον	μίλιον	ADJ	a-s---nn-	Case=Nom|Gender=Neut|Number=Sing	3	SBJ	_	t_406
3	ἔχει	ἔχω	VERB	v3spia---	Mood=Ind|Number=Sing|Person=3|Tense=Pres|Voice=Act	0	PRED	_	t_407
4	στάδια	στάδιον	NOUN	n-p---na-	Case=Acc|Gender=Neut|Number=Plur	10	ADV	_	t_408
5	ἑπτὰ	ἑπτὰ	NUM	m--------	_	6	ATR	_	t_409
6	ἥμισυ	ἥμισυς	ADJ	a-s---na-	Case=Acc|Gender=Neut|Number=Sing	4	ATR	_	t_410
7	,	,	PUNCT	u--------	_	3	AuxX	_	t_411
8	πήχεις	πῆχυς	NOUN	n-p---ma-	Case=Acc|Gender=Masc|Number=Plur	10	OBJ	_	t_412
9	τρισχιλίους	τρισχίλιοι	ADJ	a-p---ma-	Case=Acc|Gender=Masc|Number=Plur	8	ATR	_	t_413
10	,	,	PUNCT	u--------	_	3	COORD	_	t_414
11	πόδας	πούς	NOUN	n-p---ma-	Case=Acc|Gender=Masc|Number=Plur	10	ADV	_	t_415
12	ἑξακισχιλίους	ἑξακισχίλιοι	ADJ	a-p---ma-	Case=Acc|Gender=Masc|Number=Plur	11	ATR	_	t_416
13	.	.	PUNCT	u--------	_	3	AuxK	_	t_417

1	8	8	X	x--------	_	2	AuxK	_	t_418
2	[0]	[0]	X	---------	_	0	PRED	_	e_16
3	.	.	PUNCT	u--------	_	2	AuxK	_	t_419

1	Περὶ	περί	ADV	d--------	_	0	COORD	_	t_420
2	τοῦ	ὁ	DET	l-s---mg-	Case=Gen|Gender=Masc|Number=Sing	3	ATR	_	t_421
3	ἐνιαυτοῦ	ἐνιαυτός	NOUN	n-s---mg-	Case=Gen|Gender=Masc|Number=Sing	1	ADV	_	t_422
4	.	.	PUNCT	u--------	_	1	AuxK	_	t_423

1	Ἅπας	ἅπας	NOUN	n-s---mn-	Case=Nom|Gender=Masc|Number=Sing	2	SBJ	_	t_424
2	ἔχει	ἔχω	VERB	v3spia---	Mood=Ind|Number=Sing|Person=3|Tense=Pres|Voice=Act	0	PRED	_	t_425
3	ὥρας	ὥρα	NOUN	n-p---fa-	Case=Acc|Gender=Fem|Number=Plur	8	OBJ	_	t_426
4	ὀκτακισχιλίας	ὀκτακισχίλιοι	ADJ	a-p---fa-	Case=Acc|Gender=Fem|Number=Plur	3	ATR	_	t_427
5	ἑπτακοσίας	ἑπτακόσιοι	ADJ	a-p---fa-	Case=Acc|Gender=Fem|Number=Plur	3	ATR	_	t_428
6	ἐξήκοντα	ἐξήκω	ADJ	a--------	_	8	ATR	_	t_429
7	ἓξ	ἕξ	ADJ	a--------	_	6	ATR	_	t_430
8	,	,	PUNCT	u--------	_	2	COORD	_	t_431
9	ἡμέρας	ἡμέρα	NOUN	n-p---fa-	Case=Acc|Gender=Fem|Number=Plur	8	ADV	_	t_432
10	τριακοσίας	τριακόσιοι	ADJ	a-p---fa-	Case=Acc|Gender=Fem|Number=Plur	13	ATR	_	t_433
11	ἑξήκοντα	ἑξήκοντα	ADJ	a--------	_	13	ATR	_	t_434
12	πέντε	πέντε	ADJ	a--------	_	13	ATR	_	t_435
13	καὶ	καί	SCONJ	c--------	_	9	COORD	_	t_436
14	τέταρτον	τέταρτος	ADJ	a--------	_	13	ATR	_	t_437
15	.	.	PUNCT	u--------	_	2	AuxK	_	t_438

